ImagePath,Caption,Label,skin_type_gt,gender_gt,age,smile,facialHair_moustache,facialHair_beard,facialHair_sideburns,glasses,hair_bald,hair_invisible,makeup_eyeMakeup,makeup_lipMakeup,occlusion_foreheadOccluded,occlusion_eyeOccluded,occlusion_mouthOccluded,accessories_headWear,accessories_glasses,accessories_mask,blur_blurLevel,exposure_exposureLevel,noise_noiseLevel,ImagePath_rect_left,ImagePath_rect_top,ImagePath_rect_width,ImagePath_rect_height,face_light_gt,hair_length_gt,long_medium_hair_gt,glasses_gt
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\356.jpg,Image Description,TRUE,darker,female,36,0.001,0,0,0,NoGlasses,0.44,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,40,56,100,100,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\357.jpg,Image Description,TRUE,darker,male,33,0.223,0.1,0.1,0.1,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,underExposure,low,60,41,57,57,some,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\358.jpg,Image Description,TRUE,darker,female,32,0,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,61,50,61,61,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\359.jpg,Image Description,FALSE,darker,female,39,0,0.1,0.1,0.1,NoGlasses,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,62,76,79,79,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\360.jpg,Image Description,TRUE,darker,female,45,0.068,0,0,0,NoGlasses,0.08,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,46,53,95,95,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\361.jpg,Image Description,FALSE,darker,female,34,0.005,0,0,0,NoGlasses,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,71,84,88,88,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\362.jpg,Image Description,TRUE,darker,male,38,0.977,0.1,0.1,0.1,ReadingGlasses,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,medium,46,62,107,107,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\363.jpg,Image Description,TRUE,darker,male,49,0.013,0.4,0.4,0.1,ReadingGlasses,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,56,38,74,74,some,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\364.jpg,Image Description,TRUE,darker,female,57,0.941,0,0,0,ReadingGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,0,low,goodExposure,low,91,56,75,75,some,none,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\365.jpg,Image Description,TRUE,darker,female,48,0.027,0,0,0,ReadingGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,0,medium,goodExposure,high,59,54,85,85,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\366.jpg,Image Description,TRUE,darker,male,33,0.409,0.4,0.1,0.1,ReadingGlasses,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.97,0,low,goodExposure,low,50,41,72,72,yes,bald,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\367.jpg,Image Description,TRUE,darker,male,61,0.435,0.6,0.6,0.1,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,medium,50,44,80,80,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\368.jpg,Image Description,TRUE,darker,male,40,0,0.1,0.1,0.1,NoGlasses,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,40,46,98,98,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\369.jpg,Image Description,TRUE,darker,male,65,0.17,0.1,0.1,0.1,NoGlasses,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,50,47,85,85,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\370.jpg,Image Description,TRUE,darker,female,33,0.966,0,0,0,ReadingGlasses,0.14,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0.94,0,medium,goodExposure,low,54,37,79,79,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\371.jpg,Image Description,TRUE,darker,male,30,0,0.1,0.1,0.1,NoGlasses,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,54,37,71,71,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\372.jpg,Image Description,TRUE,darker,male,48,0.008,0.1,0.1,0.1,NoGlasses,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,49,62,92,92,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\373.jpg,Image Description,TRUE,darker,male,32,0.494,0.1,0.1,0.1,NoGlasses,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,49,34,73,73,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\374.jpg,Image Description,TRUE,darker,male,37,0.003,0.1,0.1,0.1,ReadingGlasses,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,low,87,33,51,51,some,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\375.jpg,Image Description,TRUE,darker,male,37,0.039,0.4,0.4,0.4,NoGlasses,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,57,51,92,92,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\377.jpg,Image Description,TRUE,darker,female,46,0.998,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,medium,goodExposure,medium,50,79,74,74,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\378.jpg,Image Description,TRUE,darker,female,35,0.858,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,67,72,65,65,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\379.jpg,Image Description,TRUE,darker,male,34,0.035,0.1,0.4,0.1,NoGlasses,0.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,63,58,84,84,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\380.jpg,Image Description,FALSE,darker,female,45,0.654,0,0,0,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,62,47,67,67,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\381.jpg,Image Description,TRUE,darker,male,38,0.012,0.1,0.1,0.1,ReadingGlasses,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.98,0,medium,goodExposure,low,55,37,84,84,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\382.jpg,Image Description,TRUE,darker,female,49,0,0,0,0,NoGlasses,0.96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,55,58,78,78,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\383.jpg,Image Description,TRUE,darker,male,36,0,0.1,0.4,0.1,NoGlasses,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,50,50,95,95,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\384.jpg,Image Description,TRUE,darker,male,46,0.992,0.1,0.1,0.1,ReadingGlasses,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,62,40,77,77,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\385.jpg,Image Description,TRUE,darker,male,38,0,0.6,0.4,0.1,NoGlasses,0.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,42,45,99,99,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\386.jpg,Image Description,TRUE,darker,male,39,0.002,0.1,0.1,0.1,NoGlasses,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,medium,50,49,86,86,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\387.jpg,Image Description,TRUE,darker,female,41,0.997,0,0,0,NoGlasses,0.48,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,58,81,59,59,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\388.jpg,Image Description,TRUE,darker,male,43,0,0.4,0.4,0.1,NoGlasses,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,overExposure,low,46,54,70,70,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\389.jpg,Image Description,TRUE,darker,male,48,0.008,0.1,0.1,0.1,NoGlasses,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,35,58,112,112,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\390.jpg,Image Description,TRUE,darker,male,56,0.047,0.1,0.1,0.1,NoGlasses,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,44,49,95,95,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\391.jpg,Image Description,TRUE,darker,male,50,0.006,0.1,0.1,0.1,ReadingGlasses,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.97,0,low,goodExposure,low,56,34,75,75,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\392.jpg,Image Description,TRUE,darker,female,31,0.289,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,80,66,78,78,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\393.jpg,Image Description,TRUE,darker,male,45,0,0.1,0.1,0.1,NoGlasses,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,47,50,114,114,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\394.jpg,Image Description,TRUE,darker,male,32,0.001,0.4,0.4,0.1,ReadingGlasses,0.95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.97,0,low,goodExposure,low,65,30,72,72,yes,bald,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\395.jpg,Image Description,TRUE,darker,female,37,1,0,0,0,NoGlasses,0.57,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,38,46,75,75,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\396.jpg,Image Description,TRUE,darker,female,40,0.011,0,0,0,NoGlasses,0.69,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,52,60,62,62,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\397.jpg,Image Description,TRUE,darker,female,31,0,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,overExposure,low,32,80,97,97,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\398.jpg,Image Description,TRUE,darker,male,33,0.005,0.1,0.1,0.1,ReadingGlasses,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,51,40,78,78,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\399.jpg,Image Description,TRUE,darker,female,44,0.744,0,0,0,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,68,56,73,73,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\400.jpg,Image Description,TRUE,darker,female,43,0.656,0,0,0,ReadingGlasses,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,medium,goodExposure,low,45,33,73,73,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\401.jpg,Image Description,TRUE,darker,male,64,0.001,0.1,0.1,0.1,NoGlasses,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,59,58,121,121,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\402.jpg,Image Description,TRUE,darker,male,50,0.001,0.6,0.6,0.6,NoGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,54,53,95,95,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\403.jpg,Image Description,TRUE,darker,female,51,0.001,0,0,0,NoGlasses,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,38,70,107,107,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\404.jpg,Image Description,TRUE,darker,male,33,0.019,0.1,0.1,0.1,ReadingGlasses,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,45,42,92,92,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\405.jpg,Image Description,TRUE,darker,male,34,0.378,0.1,0.1,0.1,NoGlasses,0.18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,60,60,90,90,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\406.jpg,Image Description,TRUE,darker,female,39,0.003,0,0,0,ReadingGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0.98,0,medium,goodExposure,low,59,56,78,78,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\407.jpg,Image Description,TRUE,darker,male,57,0,0.1,0.1,0.1,NoGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,57,41,78,78,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\408.jpg,Image Description,TRUE,darker,male,44,0,0.1,0.1,0.1,NoGlasses,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,41,43,88,88,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\409.jpg,Image Description,TRUE,darker,female,33,0.975,0,0,0,ReadingGlasses,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,48,69,81,81,yes,none,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\410.jpg,Image Description,TRUE,darker,male,49,0.33,0.4,0.4,0.4,ReadingGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,0,low,goodExposure,low,60,46,66,66,some,none,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\413.jpg,Image Description,TRUE,darker,female,32,0,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,overExposure,low,44,74,88,88,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\414.jpg,Image Description,FALSE,darker,female,31,0.013,0,0,0,ReadingGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,0,medium,goodExposure,low,64,72,62,62,yes,none,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\415.jpg,Image Description,TRUE,darker,male,32,0.67,0.1,0.1,0.1,NoGlasses,0.97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,45,52,104,104,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\416.jpg,Image Description,TRUE,darker,male,34,0,0.4,0.4,0.1,SwimmingGoggles,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0.92,0,low,goodExposure,low,53,53,69,69,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\417.jpg,Image Description,TRUE,darker,male,33,0,0.4,0.4,0.1,NoGlasses,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,underExposure,low,56,48,54,54,some,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\418.jpg,Image Description,TRUE,darker,female,69,0.02,0,0,0,NoGlasses,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,48,61,77,77,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\419.jpg,Image Description,FALSE,darker,female,43,0.916,0,0,0,ReadingGlasses,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,62,56,72,72,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\420.jpg,Image Description,TRUE,darker,male,33,0.001,0.4,0.6,0.1,NoGlasses,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,47,42,85,85,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\421.jpg,Image Description,TRUE,darker,female,33,0,0,0,0,NoGlasses,0.93,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,48,74,109,109,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\422.jpg,Image Description,TRUE,darker,male,33,0,0.1,0.1,0.1,Sunglasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,55,50,65,65,some,none,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\423.jpg,Image Description,TRUE,darker,female,49,1,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,38,77,68,68,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\424.jpg,Image Description,TRUE,darker,male,49,0.991,0.1,0.1,0.1,ReadingGlasses,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.98,0,low,goodExposure,low,22,47,97,97,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\425.jpg,Image Description,FALSE,darker,female,35,0.754,0,0,0,ReadingGlasses,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,93,39,74,74,yes,none,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\426.jpg,Image Description,TRUE,darker,male,54,0.991,0.1,0.1,0.1,ReadingGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.93,0,low,goodExposure,low,52,33,72,72,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\427.jpg,Image Description,TRUE,darker,male,43,0,0.1,0.4,0.1,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,62,51,60,60,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\428.jpg,Image Description,TRUE,darker,female,54,0.006,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,medium,43,91,110,110,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\430.jpg,Image Description,FALSE,darker,female,33,0.486,0,0,0,NoGlasses,0.41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,low,49,59,71,71,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\431.jpg,Image Description,TRUE,darker,female,48,0,0,0,0,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,63,56,76,76,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\432.jpg,Image Description,TRUE,darker,female,44,0.069,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,medium,42,101,102,102,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\433.jpg,Image Description,TRUE,darker,male,63,0,0.4,0.4,0.1,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,medium,59,52,84,84,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\434.jpg,Image Description,TRUE,darker,female,35,0.02,0,0,0,NoGlasses,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,63,57,80,80,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\435.jpg,Image Description,TRUE,darker,female,38,0.179,0,0,0,ReadingGlasses,0.92,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,64,56,87,87,yes,long_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\438.jpg,Image Description,TRUE,darker,female,55,0.023,0,0,0,NoGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,51,76,87,87,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\440.jpg,Image Description,TRUE,darker,male,29,0.004,0.1,0.1,0.1,NoGlasses,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,62,52,81,81,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\441.jpg,Image Description,TRUE,darker,male,47,0.111,0.1,0.1,0.1,ReadingGlasses,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.96,0,low,goodExposure,low,72,45,90,90,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\442.jpg,Image Description,TRUE,darker,female,33,1,0,0,0,NoGlasses,0.98,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,53,35,73,73,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\443.jpg,Image Description,TRUE,darker,male,50,0,0.4,0.6,0.1,NoGlasses,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,low,35,47,130,130,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\444.jpg,Image Description,TRUE,darker,male,37,0.776,0.1,0.1,0.1,ReadingGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,58,36,75,75,yes,bald,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\445.jpg,Image Description,TRUE,darker,male,49,0,0.1,0.1,0.1,NoGlasses,0.54,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,35,53,105,105,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\446.jpg,Image Description,FALSE,darker,female,31,0.001,0,0,0,NoGlasses,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,low,goodExposure,low,43,61,73,73,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\447.jpg,Image Description,TRUE,darker,male,43,0,0.4,0.6,0.1,ReadingGlasses,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,73,33,74,74,yes,bald,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\448.jpg,Image Description,TRUE,darker,male,50,0,0.1,0.1,0.1,NoGlasses,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,48,43,86,86,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\449.jpg,Image Description,TRUE,darker,female,30,0,0,0,0,ReadingGlasses,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,1,0,low,goodExposure,low,64,64,66,66,yes,none,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\450.jpg,Image Description,TRUE,darker,male,47,0,0.1,0.4,0.1,ReadingGlasses,0.94,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.98,0,low,goodExposure,low,55,39,80,80,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\451.jpg,Image Description,TRUE,darker,male,37,0,0.4,0.6,0.1,NoGlasses,0.94,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,37,46,106,106,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\452.jpg,Image Description,TRUE,darker,female,47,0.059,0,0,0,ReadingGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0.96,0,low,goodExposure,low,60,62,79,79,yes,none,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\454.jpg,Image Description,TRUE,darker,female,27,0.036,0,0,0,ReadingGlasses,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0.99,0,medium,goodExposure,medium,67,70,75,75,yes,none,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\455.jpg,Image Description,TRUE,darker,female,33,0.188,0,0,0,NoGlasses,0.79,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,60,73,77,77,yes,none,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Senegal\456.jpg,Image Description,TRUE,darker,male,44,0,0.4,0.1,0.1,NoGlasses,0.96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,67,37,82,82,yes,bald,FALSE,yes_thin
